weekday,hour,best_discrete,ks_discrete,p_discrete,params_discrete,best_continuous,ks_continuous,p_continuous,params_continuous
4,13,poisson,0.08855313972574241,0.08169896755405792,{'mu': 18.5},gamma,0.024221305810235294,0.9996363940193996,"{'a': 26.57027073304551, 'loc': -5.201062189123885, 'scale': 0.8923677748550465}"
4,14,nbinom,0.11382039408673139,0.010313981512806837,"{'n': 72.47107865983118, 'p': 0.8033055718714032}",gamma,0.05874660246033808,0.4770595603594162,"{'a': 286.21818382981576, 'loc': -61.89683043586227, 'scale': 0.27830297088417766}"
4,15,nbinom,0.09869916286580657,0.03787170457499234,"{'n': 65.04104599013722, 'p': 0.8029159452870493}",norm,0.04178549536522225,0.8613538524244562,"{'loc': 16.008859315614558, 'scale': 4.4491808464598135}"
4,16,poisson,0.1119336166140201,0.012255006526995656,{'mu': 14.17},gamma,0.0397524304661834,0.8974066780108244,"{'a': 44.36969855530579, 'loc': -12.555182765477845, 'scale': 0.6027925869896675}"
4,17,nbinom,0.10325486555401597,0.02609806813715798,"{'n': 45.580736738478414, 'p': 0.7636149129500646}",weibull_min,0.024385986663452597,0.9995889364655106,"{'c': 2.886307577517628, 'loc': 2.6963149493911667, 'scale': 12.855957126216328}"
4,18,poisson,0.12324987170587548,0.004171631708279324,{'mu': 14.115},norm,0.03515200762834492,0.958406077534757,"{'loc': 14.133951072115101, 'scale': 4.4017452344428225}"
4,19,poisson,0.09820867916263948,0.03938123037972485,{'mu': 14.7},gamma,0.050617499047524106,0.6655410913079897,"{'a': 36.286331204210526, 'loc': -10.592387798154865, 'scale': 0.6974647064955917}"
4,20,nbinom,0.10842907873868024,0.016752371041684724,"{'n': 50.20642111483159, 'p': 0.7785580320146552}",gamma,0.04040294454741486,0.8864170965762211,"{'a': 17.677213120974187, 'loc': -3.76541542980965, 'scale': 1.0212675570790322}"
4,21,nbinom,0.09945444148912325,0.035646017734270674,"{'n': 61.46113667454301, 'p': 0.8138269546896345}",gamma,0.035252284222583585,0.9574049385965,"{'a': 26.99081250304641, 'loc': -7.587922247426362, 'scale': 0.8013358132922607}"
4,22,nbinom,0.12897072506851243,0.0023251620888712268,"{'n': 34.77366255144033, 'p': 0.7278835386338186}",norm,0.03875916766566029,0.9131179773137855,"{'loc': 13.025121349633455, 'scale': 4.223941431612033}"
4,23,poisson,0.11848999380913305,0.0066478183289342225,{'mu': 11.81},gamma,0.026891034962186422,0.997975465965985,"{'a': 44.28248476594254, 'loc': -13.820140664780281, 'scale': 0.578960209002922}"
5,0,nbinom,0.1493697684404076,0.000232563317365959,"{'n': 29.771749719609332, 'p': 0.7574207974961821}",weibull_min,0.038292068497160825,0.9200410145924528,"{'c': 2.742721067797245, 'loc': 0.554950183057352, 'scale': 10.094225314649545}"
